pub_date,title,venue,excerpt,citation,url_slug,paper_url,slides_url,category
2024-12-15,Estimating protein flexibility _via_ uncertainty,NeurIPS Machine Learning & Structural Biology Workshop,,,loop-uncertainty,http://csweeney00.github.io/files/MLSB_2024_Loop_Uncertainty.pdf,,workshops
