pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2024-12-15	Estimating protein flexibility _via_ uncertainty quantification of structure prediction models	NeurIPS Machine Learning & Structural Biology Workshop	Abstract	Your Name, You. (2009). "Paper Title Number 1." <i>Journal 1</i>. 1(1).	loop-uncertainty	http://csweeney00.github.io/files/MLSB_2024_Loop_Uncertainty.pdf	none
